"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"12430",16,926,189,118,3.0114,366700,"INLAND"
"12431",3,7437,1222,302,10.2948,382400,"INLAND"
"12432",13,1713,512,442,2.1287,58600,"INLAND"
"12433",17,2421,820,685,1.654,1e+05,"INLAND"
"12434",24,2985,958,905,1.7344,66400,"INLAND"
"12435",20,1660,379,250,2.0347,68900,"INLAND"
"12436",12,1230,277,260,2.2679,61400,"INLAND"
"12437",18,3585,800,788,2.5714,65900,"INLAND"
"12438",22,639,203,153,1.9306,47500,"INLAND"
"12439",16,1859,476,477,1.7297,67500,"INLAND"
"12440",25,2888,654,660,2.2141,66700,"INLAND"
"12441",17,89,19,21,2.375,155000,"INLAND"
"12442",11,5692,1346,1273,2.5383,74000,"INLAND"
"12443",16,381,89,75,2.425,76100,"INLAND"
"12444",18,1706,397,283,1.625,53500,"INLAND"
"12445",17,97,24,15,1.2656,27500,"INLAND"
"12446",21,1161,282,186,3.1827,71700,"INLAND"
"12447",15,644,129,52,3.2097,71300,"INLAND"
"12448",17,2809,635,45,1.6154,87500,"INLAND"
"12449",28,1678,322,256,2.9653,94900,"INLAND"
"12450",20,1491,360,303,1.6395,44400,"INLAND"
"12451",17,720,174,117,1.6509,85700,"INLAND"
"12452",14,1501,337,226,3.1917,73400,"INLAND"
"12453",20,1454,326,262,1.925,65500,"INLAND"
"12454",27,173,35,34,2.0833,45000,"INLAND"
"12455",34,4789,1175,1056,2.1782,58400,"INLAND"
"12456",16,1187,261,242,2.1759,61500,"INLAND"
"12457",16,3741,801,824,2.6797,86500,"INLAND"
"12458",29,1387,236,239,3.3438,74000,"INLAND"
"12459",26,18,3,3,0.536,275000,"INLAND"
"12460",25,2907,680,633,2.6768,82400,"INLAND"
"12461",21,1988,483,437,1.625,62000,"INLAND"
"12462",35,5298,954,918,3.9167,155700,"INLAND"
"12463",38,2507,446,448,4.0972,163700,"INLAND"
"12464",38,1878,338,342,3.7731,161400,"INLAND"
"12465",43,1806,339,341,3.9271,147100,"INLAND"
"12466",46,2443,476,457,3.5893,142000,"INLAND"
"12467",52,3080,545,495,3.776,164500,"INLAND"
"12468",42,2334,435,446,3.0208,148800,"INLAND"
"12469",44,2314,415,388,3.4914,153900,"INLAND"
"12470",48,1962,356,362,3.5313,147900,"INLAND"
"12471",52,4408,807,777,3.8914,181600,"INLAND"
"12472",40,1394,397,353,1.7765,109800,"INLAND"
"12473",44,2092,555,528,1.5922,115100,"INLAND"
"12474",43,3807,952,850,2.3266,137500,"INLAND"
"12475",52,2035,483,459,2.6976,109300,"INLAND"
"12476",52,576,146,127,2.01,94300,"INLAND"
"12477",48,2434,744,662,1.6277,140600,"INLAND"
"12478",52,2151,664,603,1.4034,90300,"INLAND"
"12479",52,1186,341,320,1.6116,70500,"INLAND"
"12480",20,463,180,190,1.0313,85000,"INLAND"
"12481",52,1000,324,250,1.4375,168800,"INLAND"
"12482",5,761,306,295,0.7526,162500,"INLAND"
"12483",20,4018,1220,1122,2.5821,125000,"INLAND"
"12484",9,745,175,160,3.358,77500,"INLAND"
"12485",52,569,405,367,0.9196,137500,"INLAND"
"12486",42,1823,566,503,1.245,137500,"INLAND"
"12487",47,2438,804,747,1.4301,141700,"INLAND"
"12488",52,567,193,187,1.625,187500,"INLAND"
"12489",49,1334,492,421,1.7568,93800,"INLAND"
"12490",38,2410,967,829,1.2209,87900,"INLAND"
"12491",39,1360,368,338,2.1691,150000,"INLAND"
"12492",48,3136,926,877,1.9034,123900,"INLAND"
"12493",38,2809,805,785,1.8512,114100,"INLAND"
"12494",52,438,103,99,3.0217,2e+05,"INLAND"
"12495",50,3233,968,837,1.2041,168100,"INLAND"
"12496",52,2501,757,708,1.5872,157500,"INLAND"
"12497",52,2006,412,384,3.2963,236100,"INLAND"
"12498",52,3170,476,457,4.63,233800,"INLAND"
"12499",52,1750,372,369,2.9191,111800,"INLAND"
"12500",52,810,172,151,3.1583,140000,"INLAND"
"12501",52,893,159,160,3.2386,213200,"INLAND"
"12502",52,1917,367,358,3.1484,158900,"INLAND"
"12503",52,1625,419,383,2.0549,156700,"INLAND"
"12504",41,1105,227,210,3.1827,131700,"INLAND"
"12505",45,2423,466,438,3.7167,131900,"INLAND"
"12506",52,906,165,166,2.8542,139400,"INLAND"
"12507",50,1533,288,257,2.5417,125900,"INLAND"
"12508",46,1316,244,245,3.0938,137800,"INLAND"
"12509",52,3994,635,625,5.1169,232500,"INLAND"
"12510",52,3420,555,530,4.0417,173800,"INLAND"
"12511",35,182,39,43,2.6417,98900,"INLAND"
"12512",44,3514,714,656,2.7333,100100,"INLAND"
"12513",19,3374,808,753,1.4889,77600,"INLAND"
"12514",52,1878,393,381,3.3348,122800,"INLAND"
"12515",51,1250,235,232,2.625,121200,"INLAND"
"12516",46,1698,383,386,2.9821,97000,"INLAND"
"12517",52,889,162,145,3.125,85600,"INLAND"
"12518",52,907,180,177,2.2125,104000,"INLAND"
"12519",52,3126,648,558,1.7616,84100,"INLAND"
"12520",52,2094,463,407,1.2235,68500,"INLAND"
"12521",48,1091,403,336,1.1458,65400,"INLAND"
"12522",52,1532,408,369,1.8911,85900,"INLAND"
"12523",51,2083,559,524,2.0221,95800,"INLAND"
"12524",44,1986,573,490,1.7328,88100,"INLAND"
"12525",44,1151,263,258,2.0089,113600,"INLAND"
"12526",46,1476,344,353,2.7316,134700,"INLAND"
"12527",38,1145,324,288,1.78,114300,"INLAND"
"12528",42,900,239,231,1.2813,87500,"INLAND"
"12529",35,1521,457,455,1.9013,86900,"INLAND"
"12530",51,1492,385,365,1.7155,108800,"INLAND"
"12531",41,1124,344,316,1.4712,94600,"INLAND"
"12532",44,1375,351,321,2.1719,87500,"INLAND"
"12533",36,613,166,147,2.2031,93800,"INLAND"
"12534",45,858,254,200,1.0114,80000,"INLAND"
"12535",46,2646,645,616,1.128,123100,"INLAND"
"12536",43,1048,312,294,1.0649,137500,"INLAND"
"12537",45,3032,631,597,2.8417,137900,"INLAND"
"12538",46,1485,278,291,2.7885,137200,"INLAND"
"12539",52,1844,392,353,3.0033,103500,"INLAND"
"12540",52,2515,460,442,3.3844,151100,"INLAND"
"12541",52,2784,455,448,5.6402,209800,"INLAND"
"12542",52,1777,368,350,3.6729,137800,"INLAND"
"12543",47,2313,536,442,2.5639,123000,"INLAND"
"12544",52,1145,133,138,8.338,405800,"INLAND"
"12545",51,4280,632,621,5.0359,224100,"INLAND"
"12546",49,4094,634,659,5.2362,236800,"INLAND"
"12547",44,1167,201,209,3.7344,179800,"INLAND"
"12548",52,2508,360,345,7.1035,228700,"INLAND"
"12549",52,2037,358,375,4.3929,162500,"INLAND"
"12550",50,1587,448,380,2.0833,94300,"INLAND"
"12551",52,1684,309,296,4.1467,175000,"INLAND"
"12552",52,2216,333,327,4.8603,191900,"INLAND"
"12553",52,814,216,181,2.8542,125000,"INLAND"
"12554",48,968,310,274,0.9948,65400,"INLAND"
"12555",29,1303,308,263,1.0208,55800,"INLAND"
"12556",47,2085,464,402,1.2679,56700,"INLAND"
"12557",24,979,287,291,1.186,67000,"INLAND"
"12558",52,1384,295,244,2.0242,94600,"INLAND"
"12559",47,1159,250,244,2.7787,56000,"INLAND"
"12560",41,1278,308,280,1.4702,58300,"INLAND"
"12561",48,1001,205,175,1.8333,58200,"INLAND"
"12562",40,2077,435,385,2.0074,57000,"INLAND"
"12563",29,1407,265,235,3.0521,108000,"INLAND"
"12564",43,2084,417,410,2.9769,92700,"INLAND"
"12565",44,1879,359,345,3.15,101500,"INLAND"
"12566",44,2570,509,503,2.5694,92400,"INLAND"
"12567",48,3421,734,727,1.9485,86600,"INLAND"
"12568",18,2525,501,468,2.398,87600,"INLAND"
"12569",29,2358,493,470,2.925,94300,"INLAND"
"12570",42,3321,688,658,2.4618,101300,"INLAND"
"12571",39,2855,558,562,3.2404,93600,"INLAND"
"12572",47,2518,501,471,2.5389,75700,"INLAND"
"12573",35,2061,371,342,3.1944,79000,"INLAND"
"12574",37,1058,224,231,2.9737,72100,"INLAND"
"12575",37,1958,367,366,2.8298,71200,"INLAND"
"12576",36,1581,288,291,3.4083,71800,"INLAND"
"12577",36,1488,294,279,3.1208,82700,"INLAND"
"12578",36,2430,426,437,3.1667,81900,"INLAND"
"12579",37,1951,432,411,2.3272,80600,"INLAND"
"12580",25,3087,720,708,1.8689,66800,"INLAND"
"12581",21,3249,666,663,1.9423,87800,"INLAND"
"12582",32,2828,556,485,2.5574,72600,"INLAND"
"12583",43,2089,399,385,2.5898,72100,"INLAND"
"12584",30,3657,945,899,1.3927,78300,"INLAND"
"12585",38,2080,388,380,2.7697,76600,"INLAND"
"12586",39,3184,593,572,4.6923,192000,"INLAND"
"12587",37,3642,684,657,3.5231,114300,"INLAND"
"12588",34,1613,265,266,4.25,191900,"INLAND"
"12589",36,2603,408,419,5.3135,216600,"INLAND"
"12590",37,2008,466,427,2.2574,59100,"INLAND"
"12591",33,2918,439,427,5.5208,171300,"INLAND"
"12592",31,1595,217,236,6.6112,251600,"INLAND"
"12593",30,3236,588,569,4.0972,181400,"INLAND"
"12594",38,1451,315,340,2.3487,101600,"INLAND"
"12595",40,2966,536,505,3.125,130600,"INLAND"
"12596",37,1655,393,355,1.6932,78400,"INLAND"
"12597",43,1378,280,280,2.3542,103900,"INLAND"
"12598",36,1824,357,356,2.9911,96400,"INLAND"
"12599",37,1902,413,384,3.1014,96800,"INLAND"
"12600",42,1468,281,271,3.3906,124200,"INLAND"
"12601",41,3364,685,626,2.1975,73500,"INLAND"
"12602",37,1704,361,356,1.9837,62300,"INLAND"
"12603",36,2099,510,483,1.4138,52500,"INLAND"
"12604",43,3215,725,625,1.4625,54400,"INLAND"
"12605",44,543,146,125,1.3646,65400,"INLAND"
"12606",18,700,169,128,2.9219,152900,"INLAND"
"12607",32,2364,439,449,3.319,84500,"INLAND"
"12608",30,1715,271,263,3.0313,87900,"INLAND"
"12609",29,2049,330,309,3.7414,98500,"INLAND"
"12610",30,3166,607,579,3.1768,79500,"INLAND"
"12611",34,2815,479,471,3.9792,164800,"INLAND"
"12612",31,3089,585,561,4.2885,160300,"INLAND"
"12613",30,3377,623,594,3.5737,171200,"INLAND"
"12614",23,6876,1456,1386,3.0963,156900,"INLAND"
"12615",21,4426,790,761,4.1,158300,"INLAND"
"12616",25,4719,745,739,5.0371,180200,"INLAND"
"12617",14,5490,851,837,6.5253,216800,"INLAND"
"12618",9,4868,738,750,5.7621,204600,"INLAND"
"12619",15,6093,1051,997,4.2075,183600,"INLAND"
"12620",17,8482,1590,1513,4.2216,217900,"INLAND"
"12621",17,3087,477,495,6.4667,216800,"INLAND"
"12622",20,6132,1324,1174,3.1607,178900,"INLAND"
"12623",19,4900,805,855,4.8497,184400,"INLAND"
"12624",5,27870,5027,4855,4.8811,212200,"INLAND"
"12625",5,3344,800,670,3.6196,152800,"INLAND"
"12626",6,9104,1535,1481,5.1442,174500,"INLAND"
"12627",34,2561,497,530,3.1583,95800,"INLAND"
"12628",24,979,201,205,2.5926,72300,"INLAND"
"12629",23,2679,792,659,1.3679,70300,"INLAND"
"12630",26,1557,301,300,2.6613,77700,"INLAND"
"12631",29,3606,690,696,2.7368,78200,"INLAND"
"12632",32,4013,725,675,3.3689,83400,"INLAND"
"12633",26,3165,806,752,1.5908,78600,"INLAND"
"12634",26,4629,832,816,2.735,74600,"INLAND"
"12635",17,3595,790,770,2.3233,78800,"INLAND"
"12636",25,2969,551,487,2.6382,76200,"INLAND"
"12637",26,6121,1185,1105,2.3496,68000,"INLAND"
"12638",24,2359,462,476,3.2702,67300,"INLAND"
"12639",38,1865,384,354,1.7891,60500,"INLAND"
"12640",38,1746,388,315,1.7714,69900,"INLAND"
"12641",34,1893,415,395,2.1679,75400,"INLAND"
"12642",34,1717,354,306,2.4741,87000,"INLAND"
"12643",39,1453,324,281,1.7692,63900,"INLAND"
"12644",37,2745,588,556,1.8007,65400,"INLAND"
"12645",36,1825,411,391,1.5292,55700,"INLAND"
"12646",26,2177,638,560,1.2575,66800,"INLAND"
"12647",18,2123,606,599,1.5735,110000,"INLAND"
"12648",25,3033,665,627,2.7101,99500,"INLAND"
"12649",17,1895,424,417,1.7188,137500,"INLAND"
"12650",52,20,4,9,3.625,80000,"INLAND"
"12651",42,2316,515,522,1.8205,60400,"INLAND"
"12652",36,3446,950,847,1.6521,69700,"INLAND"
"12653",29,4221,901,850,2.2245,75900,"INLAND"
"12654",37,1705,325,326,2.6288,71200,"INLAND"
"12655",37,1477,321,312,2.5592,70300,"INLAND"
"12656",29,3873,797,706,2.1736,72100,"INLAND"
"12657",32,2437,592,557,1.68,84100,"INLAND"
"12658",34,1279,285,268,2.71,65600,"INLAND"
"12659",27,7212,1606,1549,2.214,82400,"INLAND"
"12660",27,2527,439,415,4.088,96800,"INLAND"
"12661",20,2033,586,521,1.4007,97500,"INLAND"
"12662",15,7901,1422,1418,2.8139,90400,"INLAND"
"12663",24,7740,1539,1397,3.025,87900,"INLAND"
"12664",15,10211,1995,1752,2.575,107900,"INLAND"
"12665",34,3573,662,620,3.5323,109800,"INLAND"
"12666",31,4297,788,771,3.3878,109300,"INLAND"
"12667",28,2780,510,533,2.9571,103100,"INLAND"
"12668",12,4602,930,860,3.0625,90500,"INLAND"
"12669",12,4929,1010,870,2.7262,109800,"INLAND"
"12670",24,1766,340,372,3.5402,98700,"INLAND"
"12671",8,3593,659,530,3.5227,93100,"INLAND"
"12672",17,13180,2444,2335,3.363,103000,"INLAND"
"12673",13,7880,1992,1882,1.9657,116000,"INLAND"
"12674",12,7290,1283,1248,3.5968,106300,"INLAND"
"12675",11,8537,1643,1648,2.9647,108900,"INLAND"
"12676",19,1808,375,320,2.0062,92000,"INLAND"
"12677",21,2066,748,734,1.3571,55000,"INLAND"
"12678",19,8507,1470,1453,4.3644,137400,"INLAND"
"12679",23,2790,430,460,4.3288,133700,"INLAND"
"12680",26,1532,264,285,4.6944,130900,"INLAND"
"12681",25,2171,431,422,3.5278,126200,"INLAND"
"12682",18,1734,467,447,1.9044,154300,"INLAND"
"12683",26,2697,398,389,5,142500,"INLAND"
"12684",14,2534,705,583,1.9167,156300,"INLAND"
"12685",19,2497,494,442,2.925,142400,"INLAND"
"12686",38,152,30,35,0.9274,67500,"INLAND"
"12687",43,987,240,237,0.9204,82100,"INLAND"
"12688",43,88,21,19,1.725,67500,"INLAND"
"12689",16,2987,864,755,2.8231,137500,"INLAND"
"12690",17,7228,1369,1365,5.1385,179500,"INLAND"
"12691",22,4899,847,826,5.2449,387000,"INLAND"
"12692",33,2648,357,359,8.4016,338700,"INLAND"
"12693",25,2022,295,278,5.8416,297600,"INLAND"
"12694",16,4429,1124,960,3.2443,190700,"INLAND"
"12695",22,2623,357,368,7.143,327800,"INLAND"
"12696",23,3713,1078,1018,1.7451,89600,"INLAND"
"12697",35,1166,193,190,2.2452,102800,"INLAND"
"12698",36,1327,209,230,3.8672,111400,"INLAND"
"12699",33,2289,576,503,2.1694,95700,"INLAND"
"12700",34,172,38,55,2.6442,55000,"INLAND"
"12701",36,3099,605,623,3.4784,105500,"INLAND"
"12702",16,5407,1467,1265,2.0471,104200,"INLAND"
"12703",18,5527,1446,1305,2.6485,114500,"INLAND"
"12704",17,12355,3630,3073,2.5245,99100,"INLAND"
"12705",18,6955,1882,1740,3.089,141400,"INLAND"
"12706",36,2396,536,515,2.9559,136600,"INLAND"
"12707",22,5773,1320,1250,2.5238,118800,"INLAND"
"12708",37,1994,347,355,4.1488,136400,"INLAND"
"12709",36,1239,237,222,3.0156,103000,"INLAND"
"12710",33,2091,468,470,2.2264,108100,"INLAND"
"12711",34,1151,234,251,2.8,113600,"INLAND"
"12712",25,2228,534,481,2.5363,124600,"INLAND"
"12713",18,2614,624,616,2.0432,156800,"INLAND"
"12714",36,2253,434,426,3.2596,98700,"INLAND"
"12715",36,2019,369,356,2.8462,93400,"INLAND"
"12716",41,2577,365,339,6.3406,448300,"INLAND"
"12717",35,3137,544,549,3.788,136800,"INLAND"
"12718",36,1119,144,150,5.8336,283300,"INLAND"
"12719",36,1249,159,143,6.8469,446400,"INLAND"
"12720",34,2888,496,479,3.6053,148600,"INLAND"
"12721",36,2523,401,398,3.5179,207800,"INLAND"
"12722",37,2839,390,400,7.3343,280400,"INLAND"
"12723",38,2968,475,454,5.0497,191700,"INLAND"
"12724",38,1839,287,276,4.5313,189400,"INLAND"
"12725",36,2388,369,356,4.775,194100,"INLAND"
"12726",27,3900,776,761,2.7788,115700,"INLAND"
"12727",27,4314,611,575,5.0997,170100,"INLAND"
"12728",35,1930,328,338,4.4643,133000,"INLAND"
"12729",36,1275,227,245,3.875,133600,"INLAND"
"12730",35,2355,365,354,5.0492,144100,"INLAND"
"12731",29,1285,193,206,5.3243,265700,"INLAND"
"12732",32,3303,480,436,5.0508,225700,"INLAND"
"12733",25,3196,406,419,8.4699,344000,"INLAND"
"12734",20,2992,378,368,8.6572,320200,"INLAND"
"12735",18,1631,228,228,7.8031,267200,"INLAND"
"12736",23,2912,421,410,5.9174,225900,"INLAND"
"12737",22,3273,480,463,8.05,380000,"INLAND"
"12738",24,6540,1008,1031,5.5632,175200,"INLAND"
"12739",28,6119,985,934,4.875,146400,"INLAND"
"12740",28,4175,796,830,3.4299,164000,"INLAND"
"12741",25,4916,1243,1136,2.5511,134100,"INLAND"
"12742",37,2191,394,362,3.8882,159500,"INLAND"
"12743",34,2447,503,456,3.058,133000,"INLAND"
"12744",30,2619,370,359,4.7283,164500,"INLAND"
"12745",36,322,48,59,4.6111,139300,"INLAND"
"12746",19,4563,1069,926,2.1472,143400,"INLAND"
"12747",32,3658,797,715,2.6623,120700,"INLAND"
"12748",37,494,86,99,4.8194,141100,"INLAND"
"12749",30,5996,1018,1049,4.6127,151800,"INLAND"
"12750",27,1743,380,368,1.6678,166100,"INLAND"
"12751",34,2352,610,592,2.2,116500,"INLAND"
"12752",41,774,144,150,3.5625,115300,"INLAND"
"12753",43,1077,199,182,3.0139,115600,"INLAND"
"12754",42,945,193,193,3.7569,127100,"INLAND"
"12755",39,823,146,144,3.0833,114100,"INLAND"
"12756",27,2375,537,452,3.0086,126900,"INLAND"
"12757",30,2930,739,668,2.7813,118900,"INLAND"
"12758",34,1226,180,167,3.8068,150400,"INLAND"
"12759",35,2024,359,364,2.4632,156900,"INLAND"
"12760",27,5693,1487,1387,2.2844,170500,"INLAND"
"12761",45,2696,624,582,1.8176,160900,"INLAND"
"12762",30,3626,834,806,2.517,130400,"INLAND"
"12763",31,1540,452,444,1.8571,98700,"INLAND"
"12764",28,3671,886,820,2.2292,113200,"INLAND"
"12765",33,3512,825,782,1.9908,118800,"INLAND"
"12766",21,3260,763,736,2.5162,97500,"INLAND"
"12767",33,3171,832,695,2.0786,88600,"INLAND"
"12768",34,1126,256,243,2.1776,84400,"INLAND"
"12769",40,1134,252,249,1.3696,65200,"INLAND"
"12770",41,1087,272,219,2.0224,64900,"INLAND"
"12771",42,1385,273,274,2.6055,78000,"INLAND"
"12772",43,1009,225,218,1.6641,67000,"INLAND"
"12773",42,2217,536,507,1.9412,73100,"INLAND"
"12774",36,1765,438,382,2.0639,73000,"INLAND"
"12775",41,1404,313,330,1.8792,63300,"INLAND"
"12776",41,1578,317,333,2.3214,66800,"INLAND"
"12777",38,1384,287,280,1.9167,64400,"INLAND"
"12778",42,1720,382,362,1.8611,60500,"INLAND"
"12779",44,1728,367,349,1.6033,58500,"INLAND"
"12780",21,2274,495,445,2.098,49800,"INLAND"
"12781",18,909,198,176,3.1696,77400,"INLAND"
"12782",34,2010,411,422,2.0417,65900,"INLAND"
"12783",18,1756,442,320,1.125,70500,"INLAND"
"12784",25,1678,367,307,1.0398,62100,"INLAND"
"12785",28,1219,240,212,3.8295,122200,"INLAND"
"12786",38,1673,399,382,1.3302,62200,"INLAND"
"12787",33,1077,271,236,1.3462,55900,"INLAND"
"12788",38,1402,370,382,1.6343,71000,"INLAND"
"12789",37,1607,385,354,1.9107,64700,"INLAND"
"12790",37,3009,733,588,1.4387,61000,"INLAND"
"12791",5,2680,502,498,2.6369,110000,"INLAND"
"12792",8,3746,767,744,3.2039,103400,"INLAND"
"12793",14,3167,551,533,3.8125,92600,"INLAND"
"12794",23,1481,343,315,1.867,60600,"INLAND"
"12795",20,1517,323,328,1.6607,67000,"INLAND"
"12796",26,3185,658,626,1.56,67600,"INLAND"
"12797",28,1246,295,258,1.4397,51700,"INLAND"
"12798",37,1534,315,322,2.5643,59800,"INLAND"
"12799",38,2419,605,503,1.4861,63100,"INLAND"
"12800",32,2436,612,618,1.0424,81400,"INLAND"
"12801",43,705,178,159,2.4205,60900,"INLAND"
"12802",35,3326,696,649,1.9871,60900,"INLAND"
"12803",33,1591,466,418,1.0467,70100,"INLAND"
"12804",44,2324,413,375,4.6625,158900,"INLAND"
"12805",46,1758,511,484,1.0685,70000,"INLAND"
"12806",43,1111,269,290,1.2917,66300,"INLAND"
"12807",29,1978,538,490,1.9688,135600,"INLAND"
"12808",34,438,116,100,0.9379,67500,"INLAND"
"12809",29,2197,520,483,2.1889,69300,"INLAND"
"12810",31,1072,239.5,281,1.6563,65800,"INLAND"
"12811",35,1372,360,328,1.6331,67500,"INLAND"
"12812",17,1269,233,231,3.9615,331300,"INLAND"
"12813",5,8149,1913,1616,3.6788,178800,"INLAND"
"12814",6,12197,2617,2329,3.7449,129300,"INLAND"
"12815",8,16679,3457,3329,3.7188,134500,"INLAND"
"12816",5,1395,373,322,2.6745,225000,"INLAND"
"12817",6,693,143,151,3.1944,117000,"INLAND"
"12818",8,15309,2996,2885,3.9143,129700,"INLAND"
"12819",6,4391,974,914,3.4291,105300,"INLAND"
"12820",23,7709,1279,1262,3.8272,96600,"INLAND"
"12821",18,1511,315,304,2.3438,89400,"INLAND"
"12822",28,800,149,158,2.1029,108600,"INLAND"
"12823",32,541,82,98,8.0379,383300,"INLAND"
"12824",10,3054,528,510,3.0903,91900,"INLAND"
"12825",25,1287,224,236,4.7396,135500,"INLAND"
"12826",26,1708,299,290,4.0227,99800,"INLAND"
"12827",25,2336,406,408,3.5129,101200,"INLAND"
"12828",10,2562,460,433,4.0625,96200,"INLAND"
"12829",24,2159,369,355,3.9853,90400,"INLAND"
"12830",32,965,183,188,3.8611,93900,"INLAND"
"12831",28,927,165,148,2.5,96200,"INLAND"
"12832",19,2476,534,463,2.0625,94400,"INLAND"
"12833",32,2118,345,338,3.725,112200,"INLAND"
"12834",28,1601,308,305,3.6429,105200,"INLAND"
"12835",24,3124,556,555,3.1942,94900,"INLAND"
"12836",32,2962,526,521,2.2243,89200,"INLAND"
"12837",35,1299,254,245,2.8333,103000,"INLAND"
"12838",19,946,182,173,5.0155,97300,"INLAND"
"12839",11,3335,658,622,3.3125,96800,"INLAND"
"12840",31,1007,181,185,3.625,91300,"INLAND"
"12841",35,1814,367,372,2.7179,81100,"INLAND"
"12842",3,3438,603,554,3.9914,120500,"INLAND"
"12843",50,880,150,148,2.5062,112500,"INLAND"
"12844",29,2103,380,387,3.0833,87000,"INLAND"
"12845",34,1086,187,190,3.3074,84200,"INLAND"
"12846",35,1643,298,305,4.0673,84200,"INLAND"
"12847",36,1775,296,305,3.1786,83400,"INLAND"
"12848",35,1851,327,286,3.2361,84000,"INLAND"
"12849",35,2943,554,510,2.6713,84400,"INLAND"
"12850",38,300,47,51,4.0909,108300,"INLAND"
"12851",35,1093,192,190,2.7009,80200,"INLAND"
"12852",29,3757,646,611,3.5429,88200,"INLAND"
"12853",35,1620,276,277,2.5542,72900,"INLAND"
"12854",35,1565,290,277,2.4844,77000,"INLAND"
"12855",40,67,17,32,1.7596,93800,"INLAND"
"12856",36,1354,258,267,2.2723,78800,"INLAND"
"12857",36,1786,338,319,2.555,72700,"INLAND"
"12858",37,2176,460,357,2.3958,78400,"INLAND"
"12859",38,1001,228,226,2.2788,73400,"INLAND"
"12860",35,562,174,106,0.9338,112500,"INLAND"
"12861",18,3938,649,606,3.6484,95000,"INLAND"
"12862",25,3919,764,783,2.2402,89500,"INLAND"
"12863",30,2897,506,478,3.865,88400,"INLAND"
"12864",26,2230,410,377,3.4911,88200,"INLAND"
"12865",16,2686,516,529,3.7857,112700,"INLAND"
"12866",17,1968,364,331,3.7031,114300,"INLAND"
"12867",20,7085,1222,1229,4.3118,120000,"INLAND"
"12868",18,7923,1558,1473,3.5403,98600,"INLAND"
"12869",2,21897,3513,2873,4.5432,151300,"INLAND"
"12870",7,4842,935,907,3.9318,133000,"INLAND"
"12871",15,4680,758,729,3.8355,107000,"INLAND"
"12872",13,6850,1400,1421,3.6989,93300,"INLAND"
"12873",5,14414,2979,2832,3.5802,129600,"INLAND"
"12874",17,2770,684,624,2.3683,82500,"INLAND"
"12875",5,5819,1507,1356,2.2339,116600,"INLAND"
"12876",9,3184,779,769,2.3844,86000,"INLAND"
"12877",22,2878,599,541,2.7955,96500,"INLAND"
"12878",17,4866,1056,1030,2.4574,103300,"INLAND"
"12879",17,3778,939,862,1.8972,100500,"INLAND"
"12880",34,825,173,130,3.1858,109500,"INLAND"
"12881",33,1503,282,229,3.6937,99300,"INLAND"
"12882",28,3379,552,556,4.2743,124000,"INLAND"
"12883",34,1503,264,285,4.0352,118500,"INLAND"
"12884",35,643,117,134,3.0417,120700,"INLAND"
"12885",16,3154,860,793,1.9805,92900,"INLAND"
"12886",8,3322,805,774,2.7011,130700,"INLAND"
"12887",17,1149,257,243,2.8092,137500,"INLAND"
"12888",18,4164,963,898,2.119,133100,"INLAND"
"12889",24,3313,769,681,2.5556,105700,"INLAND"
"12890",14,756,141,155,3.6953,116100,"INLAND"
"12891",27,1672,299,282,3.6786,159700,"INLAND"
"12892",20,2498,546,506,3.2243,107900,"INLAND"
"12893",15,4371,908,818,2.7797,105500,"INLAND"
"12894",23,2446,523,513,2.6266,198500,"INLAND"
"12895",27,1595,246,253,4.6,199000,"INLAND"
"12896",24,3533,741,723,2.8106,183200,"INLAND"
"12897",12,2772,578,565,3.8068,161000,"INLAND"
"12898",27,2203,493,492,2.4342,119500,"INLAND"
"12899",17,2761,501,482,3.7562,139700,"INLAND"
"12900",13,3033,540,519,4.0036,161700,"INLAND"
"12901",23,1947,409,400,2.7181,156800,"INLAND"
"12902",19,1853,415,397,2.2574,135800,"INLAND"
"12903",20,4021,864,730,2.4537,153000,"INLAND"
"12904",22,1778,408,375,2.6023,142200,"INLAND"
"12905",11,1716,404,415,2.0926,166100,"INLAND"
"12906",21,2453,518,505,2.7079,148000,"INLAND"
"12907",20,5801,1148,1063,3.9063,162100,"INLAND"
"12908",25,4260,607,640,6.2817,288200,"INLAND"
"12909",24,2868,527,487,3.3182,213000,"INLAND"
